time,x_boom,y_boom
0,3.90723937735328,1.10231006095285
2.54296919461897e-06,3.90723937735369,1.10231006095285
5.08593838923795e-06,3.90723937735493,1.10231006095285
7.62890758385692e-06,3.90723937735741,1.10231006095285
1.01718767784759e-05,3.90723937736092,1.10231006095285
1.50656854811211e-05,3.90723937737289,1.10231006095285
2.25134796379606e-05,3.90723937741042,1.10231006095285
3.29287595492685e-05,3.90723937752011,1.10231006095285
4.95874753198249e-05,3.90723937790517,1.10231006095285
8.28233659659104e-05,3.9072393799275,1.10231006095285
0.000132488164189907,3.90723938776892,1.10231006095285
0.000182152962413903,3.90723940371862,1.10231006095285
0.000231817760637899,3.90723943072273,1.10231006095285
0.000281482558861896,3.90723947174381,1.10231006095285
0.000331147357085892,3.90723952971408,1.10231006095285
0.000380812155309888,3.90723960753139,1.10231006095285
0.000430476953533885,3.90723970806204,1.10231006095285
0.000480141751757881,3.90723983414275,1.10231006095285
0.000529806549981877,3.90723998858145,1.10231006095285
0.000592956808675877,3.90724023066355,1.10231006095285
0.000656107067369877,3.90724052873727,1.10231006095285
0.000719257326063877,3.90724088834426,1.10231006095285
0.000797174516220074,3.90724142564362,1.10231006095285
0.00087509170637627,3.90724207520238,1.10231006095285
0.000953008896532466,3.90724284699458,1.10231006095285
0.001,3.90724337495867,1.10231006095285
0.00108392247736633,3.90724444563866,1.10231006095285
0.00119937864822511,3.90724620491378,1.10231006095285
0.0013148348190839,3.90724832039559,1.10231006095285
0.00143029098994269,3.90725082160938,1.10231006095285
0.00154574716080147,3.90725373773911,1.10231006095285
0.00166120333166026,3.9072570972375,1.10231006095285
0.00180013766268941,3.90726176940628,1.10231006095285
0.00193907199371856,3.90726717048057,1.10231006095285
0.002,3.90726977738788,1.10231006095285
0.0021227386348156,3.90727550098991,1.10231006095285
0.00231158860292556,3.90728559769856,1.10231006095285
0.00250043857103552,3.90729733774327,1.10231006095285
0.00268928853914548,3.90731082062771,1.10231006095285
0.00287813850725544,3.90732614341074,1.10231006095285
0.003,3.90733704469817,1.10231006095285
0.00318770466287654,3.90735547570142,1.10231006095285
0.00343091559268635,3.90738243198847,1.10231006095285
0.00367412652249615,3.90741300346011,1.10231006095285
0.00391733745230596,3.90744735229976,1.10231006095285
0.004,3.90745990515207,1.10231006095285
0.00418595914652833,3.90748984674198,1.10231006095285
0.00451071559106786,3.90754794711736,1.10231006095285
0.00483547203560739,3.90761365558143,1.10231006095285
0.005,3.90764991785719,1.10231006095285
0.00526055764071696,3.90771159328331,1.10231006095285
0.00561879640341024,3.90780509399671,1.10231006095285
0.006,3.90791593358411,1.10231006095285
0.00638120359658976,3.90803877840576,1.10231006095285
0.00676240719317953,3.90817391530493,1.10231006095285
0.007,3.90826445557631,1.10231006095285
0.00736805322672315,3.90841447840334,1.10231006095285
0.00785234905101089,3.90863020280043,1.10231006095285
0.008,3.90870013454234,1.10231006095285
0.00833490686633801,3.90886607706974,1.10231006095285
0.00892028841462554,3.90918068738081,1.10231006095285
0.009,3.90922594673693,1.10231006095285
0.0092778700812209,3.90938829247919,1.10231006095285
0.01,3.90984349133578,1.10231006095285
0.0107221299187791,3.91034677456247,1.10231006095285
0.011,3.91055323882134,1.10231006095285
0.011496084176057,3.91093945829058,1.10231006095285
0.012,3.91135478847185,1.10231006095285
0.0127755551524109,3.91203882160971,1.10231006095285
0.013,3.91224688063172,1.10231006095285
0.0135651793050017,3.91279051299283,1.10231006095285
0.014,3.91322783737605,1.10231006095285
0.015,3.91429496082854,1.10231006095285
0.016,3.91544581212084,1.10231006095285
0.017,3.91667750123779,1.10231006095285
0.018,3.917986875624,1.10231006095285
0.019,3.91937062895522,1.10231006095285
0.02,3.92082536415184,1.10231006095285
0.021,3.92234763976762,1.10231006095285
0.022,3.92393400789311,1.10231006095285
0.023,3.92558104552282,1.10231006095285
0.024,3.92728538017128,1.10231006095285
0.025,3.9290437104347,1.10231006095285
0.026,3.93085282218626,1.10231006095285
0.027,3.9327096010406,1.10231006095285
0.028,3.93461104164994,1.10231006095285
0.029,3.93655425432278,1.10231006095285
0.03,3.9385364693913,1.10231006095285
0.031,3.94055503969635,1.10231006095285
0.032,3.94260744150958,1.10231006095285
0.033,3.94469127416771,1.10231006095285
0.034,3.94680425865645,1.10231006095285
0.035,3.94894423534738,1.10231006095285
0.036,3.95110916106236,1.10231006095285
0.037,3.95329710561408,1.10231006095285
0.038,3.95550624794947,1.10231006095285
0.039,3.95773487200308,1.10231006095285
0.04,3.95998136235067,1.10231006095285
0.041,3.96224419973906,1.10231006095285
0.042,3.96452195655508,1.10231006095285
0.043,3.96681329228604,1.10231006095285
0.044,3.96911694901445,1.10231006095285
0.045,3.97143174698185,1.10231006095285
0.046,3.97375658024931,1.10231006095285
0.047,3.97609041247683,1.10231006095285
0.048,3.97843227283811,1.10231006095285
0.049,3.98078125208349,1.10231006095285
0.05,3.98313649875984,1.10231006095285
0.051,3.98549721559334,1.10231006095285
0.052,3.98786265603847,1.10231006095285
0.053,3.99023212099436,1.10231006095285
0.054,3.99260495568806,1.10231006095285
0.055,3.99498054672272,1.10231006095285
0.056,3.99735831928768,1.10231006095285
0.057,3.99973773452626,1.10231006095285
0.058,4.00211828705683,1.10231006095285
0.059,4.0044995026417,1.10231006095285
0.06,4.0068809359982,1.10231006095285
0.061,4.00926216874624,1.10231006095285
0.062,4.01164280748598,1.10231006095285
0.063,4.01402248199976,1.10231006095285
0.064,4.01640084357191,1.10231006095285
0.065,4.01877756342039,1.10231006095285
0.066,4.02115233123424,1.10231006095285
0.067,4.02352485381103,1.10231006095285
0.068,4.0258948537884,1.10231006095285
0.069,4.02826206846434,1.10231006095285
0.07,4.03062624870068,1.10231006095285
0.071,4.03298715790487,1.10231006095285
0.072,4.03534457108492,1.10231006095285
0.073,4.03769827397301,1.10231006095285
0.074,4.04004806221316,1.10231006095285
0.075,4.04239374060883,1.10231006095285
0.076,4.04473512242643,1.10231006095285
0.077,4.04707202875087,1.10231006095285
0.078,4.04940428788969,1.10231006095285
0.079,4.05173173482237,1.10231006095285
0.08,4.05405421069157,1.10231006095285
0.081,4.05637156233348,1.10231006095285
0.082,4.05868364184434,1.10231006095285
0.083,4.06099030618066,1.10231006095285
0.084,4.06329141679055,1.10231006095285
0.085,4.06558683927403,1.10231006095285
0.086,4.06787644307007,1.10231006095285
0.087,4.07016010116847,1.10231006095285
0.088,4.07243768984458,1.10231006095285
0.089,4.07470908841533,1.10231006095285
0.09,4.07697417901485,1.10231006095285
0.091,4.07923284638816,1.10231006095285
0.092,4.08148497770162,1.10231006095285
0.093,4.08373046236887,1.10231006095285
0.094,4.08596919189097,1.10231006095285
0.095,4.08820105970968,1.10231006095285
0.096,4.09042596107291,1.10231006095285
0.097,4.09264379291136,1.10231006095285
0.098,4.09485445372534,1.10231006095285
0.099,4.09705784348123,1.10231006095285
0.1,4.09925386351658,1.10231006095285
0.101,4.10144241645325,1.10231006095285
0.102,4.10362340611798,1.10231006095285
0.103,4.10579673746974,1.10231006095285
0.104,4.10796231653337,1.10231006095285
0.105,4.11012005033894,1.10231006095285
0.106,4.11226984686641,1.10231006095285
0.107,4.11441161499515,1.10231006095285
0.108,4.11654526445791,1.10231006095285
0.109,4.11867070579896,1.10231006095285
0.11,4.12078785033586,1.10231006095285
0.111,4.12289661012482,1.10231006095285
0.112,4.12499689792916,1.10231006095285
